signal_date,execution_date,exit_date,ticker_normalized,market,weight,stock_signal_score,local_return,base_currency_return
2022-04-08,2022-04-11,2022-04-18,000629.SZ,CN_A,0.030303030303030304,1.0,-0.005361925153952618,-0.005361925153952507
2022-04-08,2022-04-11,2022-04-18,000657.SZ,CN_A,0.030303030303030304,1.0,0.04453059894842126,0.04453059894842104
2022-04-08,2022-04-11,2022-04-18,000709.SZ,CN_A,0.030303030303030304,1.0,0.03571428571428581,0.032183428775507616
2022-04-08,2022-04-11,2022-04-18,000831.SZ,CN_A,0.030303030303030304,1.0,0.003846181056369913,0.003846181056369913
2022-04-08,2022-04-11,2022-04-18,000962.SZ,CN_A,0.030303030303030304,1.0,0.06420020633451795,0.0645260944908903
2022-04-08,2022-04-11,2022-04-18,000970.SZ,CN_A,0.030303030303030304,1.0,0.019677971402702443,0.019677971402702443
2022-04-08,2022-04-11,2022-04-18,002125.SZ,CN_A,0.030303030303030304,1.0,-0.03741229336281071,-0.03578262814104127
2022-04-08,2022-04-11,2022-04-18,002978.SZ,CN_A,0.030303030303030304,1.0,0.009564357138501567,0.009705651430238937
2022-04-08,2022-04-11,2022-04-19,1091.HK,HK,0.030303030303030304,1.0,0.03260866396255957,0.03263764527282231
2022-04-08,2022-04-11,2022-04-19,1164.HK,HK,0.030303030303030304,1.0,0.16666671421864554,0.16543957967746548
2022-04-08,2022-04-11,2022-04-19,2302.HK,HK,0.030303030303030304,1.0,0.0,0.0
2022-04-08,2022-04-11,2022-04-18,300748.SZ,CN_A,0.030303030303030304,1.0,0.018826881571563536,0.018090389634035642
2022-04-08,2022-04-11,2022-04-18,600111.SH,CN_A,0.030303030303030304,1.0,-0.009142820257021955,-0.009142820257021844
2022-04-08,2022-04-11,2022-04-18,600366.SH,CN_A,0.030303030303030304,1.0,0.0021008072308241754,0.0021008072308243975
2022-04-08,2022-04-11,2022-04-18,600392.SH,CN_A,0.030303030303030304,1.0,0.016077122665222987,0.019454889992489344
2022-04-08,2022-04-11,2022-04-18,601985.SH,CN_A,0.030303030303030304,1.0,-0.04140518018449346,-0.04140518018449346
2022-04-08,2022-04-11,2022-04-19,6680.HK,HK,0.030303030303030304,1.0,-0.002173913700720398,-0.002173913700720287
2022-04-08,2022-04-11,2022-04-18,AMG,US,0.030303030303030304,1.0,-0.015802262124141486,-0.015802262124141486
2022-04-08,2022-04-11,2022-04-18,CCJ,US,0.030303030303030304,1.0,-0.0009794484341495435,-0.0009794484341495435
2022-04-08,2022-04-11,2022-04-18,DNN,US,0.030303030303030304,1.0,-0.017341023733535632,-0.017341023733535632
2022-04-08,2022-04-11,2022-04-18,ERMAF,US,0.030303030303030304,1.0,0.034482685475600405,0.034482685475600405
2022-04-08,2022-04-11,2022-04-18,MP,US,0.030303030303030304,1.0,-0.09695559491154737,-0.09695559491154737
2022-04-08,2022-04-11,2022-04-18,NXE,US,0.030303030303030304,1.0,-0.057784932971467806,-0.057784932971467806
2022-04-08,2022-04-11,2022-04-18,SHTLF,US,0.030303030303030304,1.0,-0.015625018949707137,-0.015625018949707137
2022-04-08,2022-04-11,2022-04-18,SOUHY,US,0.030303030303030304,1.0,0.03788704671631171,0.03788704671631171
2022-04-08,2022-04-11,2022-04-18,UEC,US,0.030303030303030304,1.0,0.01953812689898493,0.01953812689898493
2022-04-08,2022-04-11,2022-04-18,USA,US,0.030303030303030304,1.0,0.006426764413103747,0.006426764413103747
2022-04-08,2022-04-11,2022-04-18,UUUU,US,0.030303030303030304,1.0,0.026804147834466052,0.026804147834466052
2022-04-08,2022-04-11,2022-04-18,BHP,US,0.030303030303030304,0.2,0.03267444953669374,0.03267444953669374
2022-04-08,2022-04-11,2022-04-18,VALE,US,0.030303030303030304,0.2,-0.03398299710613073,-0.03398299710613073
2022-04-15,2022-04-18,2022-04-25,000630.SZ,CN_A,0.034482758620689655,1.0,-0.14749997602357057,-0.14749997602357046
2022-04-15,2022-04-18,2022-04-25,000657.SZ,CN_A,0.034482758620689655,1.0,-0.15106593658768985,-0.15106593658768985
2022-04-15,2022-04-18,2022-04-25,000962.SZ,CN_A,0.034482758620689655,1.0,-0.1503066067451415,-0.1503066067451415
2022-04-15,2022-04-18,2022-04-25,002125.SZ,CN_A,0.034482758620689655,1.0,-0.20161939904462134,-0.20161939904462134
2022-04-15,2022-04-18,2022-04-25,002155.SZ,CN_A,0.034482758620689655,1.0,-0.21896546544752382,-0.21896546544752382
2022-04-15,2022-04-19,2022-04-25,0358.HK,HK,0.034482758620689655,1.0,-0.14705873498887412,-0.1467665665640241
2022-04-15,2022-04-19,2022-04-25,1091.HK,HK,0.034482758620689655,1.0,-0.10526312157057616,-0.10526312157057616
2022-04-15,2022-04-19,2022-04-25,1164.HK,HK,0.034482758620689655,1.0,-0.20408163889165876,-0.20408163889165887
2022-04-15,2022-04-19,2022-04-25,2302.HK,HK,0.034482758620689655,1.0,0.0,3.322949471873393e-05
2022-04-15,2022-04-19,2022-04-25,3993.HK,HK,0.034482758620689655,1.0,-0.12080538529856666,-0.12080538529856666
2022-04-15,2022-04-18,2022-04-25,600362.SH,CN_A,0.034482758620689655,1.0,-0.13793094770032477,-0.13793094770032466
2022-04-15,2022-04-18,2022-04-25,601020.SH,CN_A,0.034482758620689655,1.0,-0.13858689312290529,-0.13858689312290529
2022-04-15,2022-04-18,2022-04-25,601985.SH,CN_A,0.034482758620689655,1.0,-0.044502669744311274,-0.044502669744311274
2022-04-15,2022-04-18,2022-04-25,603993.SH,CN_A,0.034482758620689655,1.0,-0.1399253702207074,-0.1399253702207075
2022-04-15,2022-04-18,2022-04-25,CCJ,US,0.034482758620689655,1.0,-0.11797387406257898,-0.11797387406257898
2022-04-15,2022-04-18,2022-04-25,DNN,US,0.034482758620689655,1.0,-0.18823531969195761,-0.18823531969195761
2022-04-15,2022-04-18,2022-04-25,ERMAF,US,0.034482758620689655,1.0,-0.04444449720586885,-0.04444449720586885
2022-04-15,2022-04-18,2022-04-25,FCX,US,0.034482758620689655,1.0,-0.17963354694950784,-0.17963354694950784
2022-04-15,2022-04-18,2022-04-25,NXE,US,0.034482758620689655,1.0,-0.1448040751625349,-0.1448040751625349
2022-04-15,2022-04-18,2022-04-25,SCCO,US,0.034482758620689655,1.0,-0.12196112966844397,-0.12196112966844397
2022-04-15,2022-04-18,2022-04-25,SHTLF,US,0.034482758620689655,1.0,-0.12433864919111726,-0.12433864919111726
2022-04-15,2022-04-18,2022-04-25,SOUHY,US,0.034482758620689655,1.0,-0.14961431739018327,-0.14961431739018327
2022-04-15,2022-04-18,2022-04-25,UAMY,US,0.034482758620689655,1.0,-0.12000000476837158,-0.12000000476837158
2022-04-15,2022-04-18,2022-04-25,UEC,US,0.034482758620689655,1.0,-0.19860625643605578,-0.19860625643605578
2022-04-15,2022-04-18,2022-04-25,UUUU,US,0.034482758620689655,0.25,-0.19076301317803634,-0.19076301317803634
2022-04-15,2022-04-18,2022-04-25,BHP,US,0.034482758620689655,0.2,-0.15922424725090012,-0.15922424725090012
2022-04-15,2022-04-18,2022-04-25,VALE,US,0.034482758620689655,0.2,-0.16295909390730146,-0.16295909390730146
2022-04-15,2022-04-18,2022-04-25,600497.SH,CN_A,0.034482758620689655,0.1111111111111111,-0.1343804032443584,-0.1343804032443584
2022-04-22,2022-04-25,2022-05-05,000657.SZ,CN_A,0.025,1.0,0.07423579020049931,0.07423579020049931
2022-04-22,2022-04-25,2022-05-05,000831.SZ,CN_A,0.025,1.0,0.11142722293666618,0.11142722293666618
2022-04-22,2022-04-25,2022-05-05,000962.SZ,CN_A,0.025,1.0,0.03249097179945948,0.0324909717994597
2022-04-22,2022-04-25,2022-05-05,000970.SZ,CN_A,0.025,1.0,0.12164963389369521,0.12164963389369521
2022-04-22,2022-04-25,2022-05-05,002125.SZ,CN_A,0.025,1.0,0.14503034368059775,0.14503034368059775
2022-04-22,2022-04-25,2022-05-03,0815.HK,HK,0.025,1.0,0.0,0.0
2022-04-22,2022-04-25,2022-05-03,1091.HK,HK,0.025,1.0,-0.04705884745376676,-0.04705884745376676
2022-04-22,2022-04-25,2022-05-03,1164.HK,HK,0.025,1.0,0.03846159754979439,0.03846159754979439
2022-04-22,2022-04-25,2022-05-03,2302.HK,HK,0.025,1.0,0.0,0.0
2022-04-22,2022-04-25,2022-05-05,300748.SZ,CN_A,0.025,1.0,0.16455154516685733,0.16455154516685733
2022-04-22,2022-04-25,2022-05-03,3800.HK,HK,0.025,1.0,0.06302532563707719,0.06302532563707741
2022-04-22,2022-04-25,2022-05-05,600089.SH,CN_A,0.025,1.0,0.036578774143601445,0.036578774143601445
2022-04-22,2022-04-25,2022-05-05,600111.SH,CN_A,0.025,1.0,0.11048758133211467,0.11048758133211467
2022-04-22,2022-04-25,2022-05-05,600366.SH,CN_A,0.025,1.0,0.06351182252284038,0.06351182252284038
2022-04-22,2022-04-25,2022-05-05,600392.SH,CN_A,0.025,1.0,0.2698170137979674,0.2698170137979674
2022-04-22,2022-04-25,2022-05-05,600438.SH,CN_A,0.025,1.0,0.15780493803826534,0.15780493803826534
2022-04-22,2022-04-25,2022-05-05,601985.SH,CN_A,0.025,1.0,-0.013698630136986356,-0.013698630136986356
2022-04-22,2022-04-25,2022-05-05,603260.SH,CN_A,0.025,1.0,0.033354975771509254,0.033354975771509254
2022-04-22,2022-04-25,2022-05-03,6680.HK,HK,0.025,1.0,-0.008188210425362219,-0.008623724854417869
2022-04-22,2022-04-25,2022-05-05,688303.SH,CN_A,0.025,1.0,0.039230408573288855,0.039230408573288855
2022-04-22,2022-04-25,2022-05-02,CCJ,US,0.025,1.0,-0.05705811049637888,-0.05705811049637888
2022-04-22,2022-04-25,2022-05-02,CDE,US,0.025,1.0,-0.1195121647359465,-0.1195121647359465
2022-04-22,2022-04-25,2022-05-02,DNN,US,0.025,1.0,-0.08695652549493671,-0.08695652549493671
2022-04-22,2022-04-25,2022-05-02,DQ,US,0.025,1.0,-0.01030174095969627,-0.01030174095969627
2022-04-22,2022-04-25,2022-05-02,ERMAF,US,0.025,1.0,-0.044850328177402754,-0.044850328177402754
2022-04-22,2022-04-25,2022-05-02,MP,US,0.025,1.0,-0.07108547377184882,-0.07108547377184882
