dataset_id,company,ticker,market,native_currency,yf_symbol,benchmark_ticker,snapshot_date,window_start_date,window_label,last_close_native,one_year_return_pct,three_month_return_pct,annualized_volatility_pct,max_drawdown_pct,drawdown_from_peak_pct,beta_to_benchmark,correlation_to_benchmark,benchmark_one_year_return_pct,benchmark_annualized_volatility_pct,avg_daily_turnover_usd_mn_60d,median_daily_turnover_usd_mn_60d,median_turnover_to_market_cap_pct_60d,market_cap_usd_mn,borrow_data_available,source_quality,source_url,source_note,retrieved_at
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-06,2025-08-07,1y_daily,3.5350000858306885,-4.973116703137659,-19.10754740492554,45.16208380718546,-50.30769201425406,-45.61538329491248,0.9994658876949668,0.4240683909267007,1.788753052046066,19.162046896046757,7.978994128324587,7.233475493208728,0.0914313307604827,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-07T21:19:12.403024+00:00
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-07,2025-08-11,1y_daily,3.424999952316284,-8.176945447656125,-22.686228328799796,45.29561986287224,-50.30769201425406,-47.30769304128793,0.9913738545977608,0.4199175030422572,3.056267475786889,19.185924163075605,7.96688548462851,7.233162786247705,0.0914273781358266,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-10T16:41:39.135925+00:00
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-10,2025-08-11,1y_daily,3.4600000381469727,-7.238605349754945,-19.534886402977943,45.2141310923822,-50.30769201425406,-46.76923018235427,0.991360792141946,0.4204293803299167,4.138144005071398,19.175005979663613,7.933699325145365,7.233162786247705,0.0914273781358266,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-11T21:24:22.133408+00:00
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-11,2025-08-11,1y_daily,3.325000047683716,-10.857908024632412,-21.948359881744395,45.29539424895041,-50.30769201425406,-48.84615311255822,1.00014762794111,0.4232719497252679,2.995203919108791,19.16943989238439,7.967068938475431,7.459845470380456,0.0942926535473593,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-11T10:14:21.782969+00:00
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-12,2025-08-12,1y_daily,3.3499999046325684,-10.666669209798174,-21.545669330291705,45.29859184673095,-50.30769201425406,-48.461539928729714,0.9999438676808202,0.4231847791957413,2.735880610202557,19.20736963613918,7.9009847804878754,7.233162786247705,0.0914273781358266,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-12T22:34:01.161621+00:00
airline_market_risk_metrics,China Southern Airlines,01055.HK,HK,HKD,1055.HK,^HSI,2026-08-17,2025-08-18,1y_daily,3.2950000762939453,-17.211053756200833,-12.133331298828121,44.904025326596,-50.30769201425406,-49.3076911339393,0.9998824554322671,0.42572667526821373,1.3837737064222422,19.119088753474358,7.5435072649432975,7.03342535167598,0.08890269142572114,7911.375053872761,False,yfinance_discovery,https://finance.yahoo.com/quote/1055.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-17T02:54:41.624438+00:00
airline_market_risk_metrics,Cathay Pacific,0293.HK,HK,HKD,0293.HK,^HSI,2026-08-06,2025-08-07,1y_daily,15.140000343322754,43.91634681108365,19.58926165719972,28.93804239135641,-20.19914699736057,0.0,0.5940028381416811,0.3933338021598715,1.788753052046066,19.162046896046757,26.725773702735584,21.410979192158884,0.1852510603003293,11557.817352001855,False,yfinance_discovery,https://finance.yahoo.com/quote/0293.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-07T21:19:12.403024+00:00
airline_market_risk_metrics,Cathay Pacific,0293.HK,HK,HKD,0293.HK,^HSI,2026-08-07,2025-08-11,1y_daily,14.90999984741211,41.999998546782,18.33332853973242,29.01975614443122,-20.19914699736057,-1.5191577985140703,0.5893324754943592,0.3896272637646589,3.056267475786889,19.185924163075605,26.964680620786694,21.60416993871911,0.1869225761296287,11557.817352001855,False,yfinance_discovery,https://finance.yahoo.com/quote/0293.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-10T16:41:39.135925+00:00
airline_market_risk_metrics,Cathay Pacific,0293.HK,HK,HKD,0293.HK,^HSI,2026-08-10,2025-08-11,1y_daily,14.970000267028809,42.57143111456008,18.339926628140745,28.9610219686258,-20.19914699736057,-1.1228538470206884,0.5882742170289262,0.3894945986861815,4.138144005071398,19.175005979663613,26.98881690611932,21.60416993871911,0.1869225761296287,11557.817352001855,False,yfinance_discovery,https://finance.yahoo.com/quote/0293.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-11T21:24:22.133408+00:00
airline_market_risk_metrics,Cathay Pacific,0293.HK,HK,HKD,0293.HK,^HSI,2026-08-11,2025-08-11,1y_daily,14.729999542236328,40.285709926060264,16.9976121025587,28.957010642037513,-20.19914699736057,-2.7080633539565913,0.5917444381575954,0.3917327509783528,2.995203919108791,19.16943989238439,27.22703214648632,21.60416993871911,0.1869225761296287,11557.817352001855,False,yfinance_discovery,https://finance.yahoo.com/quote/0293.HK/history,"Daily Yahoo Finance price/volume discovery layer. Beta and correlation use the market benchmark ^HSI; turnover is converted with nearest-prior ECB FX. Borrow availability, borrow cost and short-sale constraints are not available from this free source.",2026-08-11T10:14:21.782969+00:00
