dataset_id,company,month,rpk_growth_pct,ask_growth_pct,rpk_minus_ask_gap_pp,load_factor_change_pp,intl_mix_change_pp,industry_ask_growth_pct,yield_pressure_score,yield_pressure_label,validation_status,component_z_rpk_ask_gap,component_z_lf_change,component_z_intl_mix,component_z_industry_ask,validation_year,validation_revenue_per_rpk_growth_pct,validation_direction_consistent,source_note,retrieved_at
airline_yield_pressure_index,Air China,2017-01,10.919760257696588,7.881437320584195,3.038322937112393,2.239142331603688,-1.138247349117421,,0.0,neutral,validation_limited_positive_2025_only_weak_history,0.0,0.0,0.0,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-02,3.598101370863338,1.0105975002430823,2.5875038706202558,2.084223997512865,0.3072163658809117,,-0.6,downward,validation_limited_positive_2025_only_weak_history,-1.0,-1.0,1.0,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-03,8.754489008222865,5.458015669650873,3.2964733385719924,2.455239606504236,-0.9785910680310934,,0.4609253903748736,neutral,validation_limited_positive_2025_only_weak_history,0.3408744520991449,0.9350775487806816,0.37812518086753855,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-04,4.534620387304633,3.8139322792394292,0.7206881080652039,0.5574988573694952,1.0442358724611651,,-1.0561667559704413,downward,validation_limited_positive_2025_only_weak_history,-1.6778642500842582,-1.7098228653864957,1.4014739027887453,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-05,7.070848595237633,5.943892399800443,1.1269561954371898,0.8285949946319846,1.340122880699333,,-1.0294769077793955,downward,validation_limited_positive_2025_only_weak_history,-1.630741711201948,-1.691025910135933,1.3910028357037467,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-06,4.273397885247832,5.2650105065545905,-0.9916126213067589,-0.7668777738785622,2.3442015917290036,,-1.1980461701448117,downward,validation_limited_positive_2025_only_weak_history,-1.9565301498508656,-1.9635566036791914,1.8073870380027917,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-07,2.9113035061938186,4.122591566937084,-1.2112880607432652,-0.9644394248281145,1.0811230670735057,,-1.0882048761177403,downward,validation_limited_positive_2025_only_weak_history,-1.7251094661894202,-1.736016699299161,1.3890268786784008,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-08,2.414239188407108,4.5203762658638125,-2.1061370774567045,-1.7053178207176671,-0.7394863552733142,,-1.2482900059293809,downward,validation_limited_positive_2025_only_weak_history,-1.7839537914505754,-1.7968126509383515,0.6192670168699653,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-09,6.258804084469127,7.941941250558648,-1.6831371660895211,-1.2648909398047437,-0.18939490394136982,,-1.1867951917729531,downward,validation_limited_positive_2025_only_weak_history,-1.5295828917855785,-1.5317918141316205,-0.2603719489817246,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-10,8.07193184378634,8.672669932760769,-0.6007380889744294,-0.4501218405377898,0.8547866335513135,,-0.9664779282579744,downward,validation_limited_positive_2025_only_weak_history,-1.2257021045930765,-1.219306406911046,-0.3253351615578315,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
airline_yield_pressure_index,Air China,2017-11,14.214269021466963,11.779884653855177,2.434384367611786,1.7353202321564822,1.0106211743983309,,-0.2404140965482941,neutral,validation_limited_positive_2025_only_weak_history,-0.3877206976428956,-0.3910192072438157,0.3413403605607176,0.0,2017,0.7777719564762151,False,"Synthetic yield-pressure index from operating data; economic-prior weights (gap 0.5 / LF 0.25 / mix 0.15 / industry -0.10), z-scored per company.  Positive = upward fare pressure.  Not a realized-yield forecast.",2026-08-17T02:58:00.797632+00:00
