dataset_id,pair_id,asset_a,company_a,market_a,asset_b,company_b,market_b,same_market,snapshot_date,beta_benchmark_a,beta_benchmark_b,beta_gap_a_minus_b,log_size_gap_a_minus_b,value_revenue_multiple_a,value_revenue_multiple_b,value_revenue_multiple_gap_a_minus_b,momentum_3m_a_pct,momentum_3m_b_pct,momentum_3m_gap_a_minus_b_pct,momentum_1y_a_pct,momentum_1y_b_pct,momentum_1y_gap_a_minus_b_pct,volatility_a_pct,volatility_b_pct,volatility_gap_a_minus_b_pct,max_drawdown_a_pct,max_drawdown_b_pct,max_drawdown_gap_a_minus_b_pct,mechanical_beta_a_to_b,mechanical_beta_b_to_a,borrow_data_available_a,borrow_data_available_b,source_quality,source_note,retrieved_at
airline_pair_factor_diagnostics,01055.HK__0670.HK,01055.HK,China Southern Airlines,HK,0670.HK,China Eastern Airlines,HK,True,2026-08-07,0.99407132714845,1.1295857935500215,-0.1355144664015715,-0.13313253118732327,0.2776110835192465,0.3977902009857919,-0.12017911746654536,-22.686228328799796,-26.712329811052737,4.02610148225294,-7.930109516804373,9.931505283420904,-17.861614800225276,45.181158866702944,54.813557601581856,-9.632398734878912,-50.30769201425406,-53.87045637459724,3.5627643603431807,0.756294920738165,1.1131467742064487,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,01055.HK__600221.SH,01055.HK,China Southern Airlines,HK,600221.SH,Hainan Airlines Holdings,CN_A,False,2026-08-07,0.99407132714845,0.5434947953179752,0.45057653183047486,-0.07389080161653716,0.2776110835192465,0.7259405046946885,-0.448329421175442,-22.686228328799796,-14.19354297864185,-8.492685350157947,-7.930109516804373,-11.920526402963084,3.9904168861587106,45.181158866702944,30.762153940459964,14.41900492624298,-50.30769201425406,-31.05263372537505,-19.25505828887901,0.64199077024792,0.2892588436449348,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,01055.HK__601021.SH,01055.HK,China Southern Airlines,HK,601021.SH,Spring Airlines,CN_A,False,2026-08-07,0.99407132714845,0.4234554821994415,0.5706158449490085,0.1779680919644271,0.2776110835192465,1.8315737091277091,-1.5539626256084627,-22.686228328799796,-1.7426879975654177,-20.943540331234377,-7.930109516804373,-13.601971922789255,5.671862405984882,45.181158866702944,29.19000475915588,15.991154107547064,-50.30769201425406,-27.01437634545878,-23.29331566879528,1.0485216061552494,0.4240927844988554,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,01055.HK__603885.SH,01055.HK,China Southern Airlines,HK,603885.SH,Juneyao Airlines,CN_A,False,2026-08-07,0.99407132714845,0.6001534187261127,0.3939179084223373,0.7998986742176424,0.2776110835192465,0.9820352012947604,-0.704424117775514,-22.686228328799796,-4.572905314870502,-18.113323013929296,-7.930109516804373,-11.307135663342416,3.377026146538043,45.181158866702944,35.24273459077706,9.938424275925883,-50.30769201425406,-36.15531694069779,-14.152375073556271,0.8530871546696803,0.5135695865052563,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,01055.HK__0293.HK,0293.HK,Cathay Pacific,HK,01055.HK,China Southern Airlines,HK,True,2026-08-07,0.5910560390892955,0.99407132714845,-0.40301528805915454,0.3790604309603527,0.7035660579057073,0.2776110835192465,0.42595497438646074,18.33332853973242,-22.686228328799796,41.01955686853222,41.73003040516652,-7.930109516804373,49.66013992197089,28.929201725556357,45.181158866702944,-16.251957141146587,-20.19914699736057,-50.30769201425406,30.108545016893487,0.282780254983098,0.6897487374690746,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0293.HK__0670.HK,0293.HK,Cathay Pacific,HK,0670.HK,China Eastern Airlines,HK,True,2026-08-07,0.5910560390892955,1.1295857935500215,-0.538529754460726,0.24592789977302942,0.7035660579057073,0.3977902009857919,0.3057758569199154,18.33332853973242,-26.712329811052737,45.04565835078516,41.73003040516652,9.931505283420904,31.798525121745612,28.929201725556357,54.813557601581856,-25.8843558760255,-20.19914699736057,-53.87045637459724,33.67130937723667,0.2401801389787065,0.8622638376298035,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0293.HK__0753.HK,0293.HK,Cathay Pacific,HK,0753.HK,Air China,HK,True,2026-08-07,0.5910560390892955,1.0289248144147272,-0.43786877532543167,0.04495721930787866,0.7035660579057073,0.3956433690832872,0.3079226888224201,18.33332853973242,-20.48872401159144,38.822052551323864,41.73003040516652,-20.188681757632494,61.91871216279901,28.929201725556357,43.634508916827095,-14.705307191270737,-20.19914699736057,-47.757254907585434,27.558107910224862,0.3146615700335213,0.7158647713152354,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0293.HK__600221.SH,0293.HK,Cathay Pacific,HK,600221.SH,Hainan Airlines Holdings,CN_A,False,2026-08-07,0.5910560390892955,0.5434947953179752,0.047561243771320316,0.30516962934381553,0.7035660579057073,0.7259405046946885,-0.02237444678898126,18.33332853973242,-14.19354297864185,32.52687151837427,41.73003040516652,-11.920526402963084,53.6505568081296,28.929201725556357,30.762153940459964,-1.8329522149036066,-20.19914699736057,-31.05263372537505,10.853486728014477,0.2028837922452203,0.2184212253947642,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0293.HK__601021.SH,0293.HK,Cathay Pacific,HK,601021.SH,Spring Airlines,CN_A,False,2026-08-07,0.5910560390892955,0.4234554821994415,0.16760055688985398,0.5570285229247798,0.7035660579057073,1.8315737091277091,-1.1280076512220019,18.33332853973242,-1.7426879975654177,20.07601653729784,41.73003040516652,-13.601971922789255,55.33200232795577,28.929201725556357,29.19000475915588,-0.2608030335995224,-20.19914699736057,-27.01437634545878,6.815229348098207,0.4239725051282911,0.4097423147256929,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
airline_pair_factor_diagnostics,0293.HK__603885.SH,0293.HK,Cathay Pacific,HK,603885.SH,Juneyao Airlines,CN_A,False,2026-08-07,0.5910560390892955,0.6001534187261127,-0.009097379636817227,1.178959105177995,0.7035660579057073,0.9820352012947604,-0.27846914338905315,18.33332853973242,-4.572905314870502,22.906233854602924,41.73003040516652,-11.307135663342416,53.03716606850893,28.929201725556357,35.24273459077706,-6.313532865220704,-20.19914699736057,-36.15531694069779,15.956169943337215,0.3042491764433613,0.4376479813462712,False,False,derived_free_factor_proxies,"Free-data factor proxies: benchmark beta, log market-cap size gap, market-cap/consensus-revenue value proxy, momentum, volatility and drawdown. These are not formal Barra exposures, do not neutralize industry/country/currency factors and do not establish borrow feasibility.",2026-08-07T15:09:31.625840+00:00
