dataset_id,snapshot_as_of_date,parent_group,listed_ticker,statement_period,period_end,canonical_metric,group_value_native,mainline_value_native,nine_air_value_native,residual_native,nine_air_share_pct,mainline_share_pct,native_unit,native_currency,group_scope,mainline_scope,nine_air_scope,reconciliation_status,derivation_method,model_use,group_information_date,group_source_url,group_source_page,component_source_url,component_source_page,source_quality,source_note,retrieved_at
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,total_revenue,22499.43822361,,,,,,RMB million,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,7.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,7.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,operating_cost,19698.7811734,,,,,,RMB million,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,20.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,20.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,fuel_cost,6488.0,,,,,,RMB million,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,39.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,39.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,attributable_net_income,1039.63838235,,,,,,RMB million,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,7.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,7.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,ask,57178.0275,,,,,,million seat-km,nan,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,rpk,48961.2604,,,,,,million passenger-km,nan,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,passengers,27.1945,19.8782,7.3163,1.7763568394002505e-15,26.90360183125264,73.09639816874736,million passengers,nan,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,passenger_volume_reconciles_with_derived_mainline,mainline_implied_as_group_minus_disclosed_9air,use_for_passenger_mix_only_not_revenue_or_unit_cost_allocation,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,,primary_issuer_with_explicit_scope_boundary,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,passenger_load_factor_pct,85.63,,,,,,%,nan,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,passenger_yield,0.46,,,,,,RMB/RPK,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,26.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
airline_juneyao_9air_scope_reconciliation,2026-08-07,Juneyao Airlines,603885.SH,FY2025,2025-12-31,rask_proxy,0.3745753094156667,,,,,,RMB/ASK,RMB,Juneyao consolidated group; includes 9 Air where issuer scope is consolidated,Juneyao Air standalone only when separately disclosed; otherwise unavailable,9 Air standalone only when separately disclosed; unlisted subsidiary,group_only_standalone_component_missing,group_reported_only,use_group_only_do_not_allocate_to_mainline_or_9air,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,20.0,https://static.cninfo.com.cn/finalpage/2026-04-23/1225151299.PDF,20.0,primary_issuer_group_only,"Group values are from the Juneyao primary report driver layer. Only FY2025 9 Air passengers and fleet, plus Juneyao standalone fleet, are separately disclosed in the covered scope layer. Missing standalone revenue, cost, fuel, profit, ASK and RPK are intentionally not allocated.",2099-01-01T00:00:00+00:00
