dataset_id,pair_id,selection_bucket,direction_status,long_leg,long_asset,short_leg,short_asset,portfolio_loss_budget_pct,mechanical_beta_hedge_ratio_long_to_short,direction_aware_hedged_spread_volatility_pct,direction_aware_hedged_spread_max_drawdown_pct,diagnostic_long_notional_pct_nav,diagnostic_short_notional_pct_nav,diagnostic_gross_notional_pct_nav,implied_loss_at_observed_drawdown_pct_nav,factor_beta_long_minus_short,factor_size_log_gap_long_minus_short,factor_momentum_1y_gap_long_minus_short_pct,factor_volatility_gap_long_minus_short_pct,factor_risk_flags,risk_status,illustrative_stop_rule,trade_construction_rule,source_quality,source_paths,retrieved_at
airline_pair_risk_budget_sizing,01055.HK__601021.SH,core_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,0.25,0.4240927844988554,21.548744422213463,-26.9207402860714,0.9286520256998587,0.3938346234095557,1.3224866491094145,0.25,-0.5706158449490085,-0.1779680919644271,-5.671862405984882,-15.991154107547064,beta_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,01055.HK__601021.SH,core_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,0.5,0.4240927844988554,21.548744422213463,-26.9207402860714,1.8573040513997174,0.7876692468191114,2.644973298218829,0.5,-0.5706158449490085,-0.1779680919644271,-5.671862405984882,-15.991154107547064,beta_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,01055.HK__601021.SH,core_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,1.0,0.4240927844988554,21.548744422213463,-26.9207402860714,3.714608102799435,1.5753384936382229,5.289946596437658,1.0,-0.5706158449490085,-0.1779680919644271,-5.671862405984882,-15.991154107547064,beta_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,0670.HK__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,0.25,0.345673126982754,21.68886837665905,-30.00401737308851,0.8332217545782132,0.2880223693751078,1.121244123953321,0.25,-0.70613031135058,-0.3111006231517503,-23.53347720621016,-25.623552842425976,beta_gap;momentum_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_momentum_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,0670.HK__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,0.5,0.345673126982754,21.68886837665905,-30.00401737308851,1.6664435091564265,0.5760447387502156,2.242488247906642,0.5,-0.70613031135058,-0.3111006231517503,-23.53347720621016,-25.623552842425976,beta_gap;momentum_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_momentum_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,0670.HK__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,1.0,0.345673126982754,21.68886837665905,-30.00401737308851,3.332887018312853,1.1520894775004311,4.484976495813284,1.0,-0.70613031135058,-0.3111006231517503,-23.53347720621016,-25.623552842425976,beta_gap;momentum_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_momentum_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,600221.SH__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,0.25,0.4459881198657552,25.764902153572155,-20.69921529429225,1.207775253533098,0.5386534145436122,1.74642866807671,0.25,-0.1200393131185336,-0.2518588935809642,-1.6814455198261715,-1.5721491813040842,none_on_available_proxies,borrow_unavailable,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,600221.SH__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,0.5,0.4459881198657552,25.764902153572155,-20.69921529429225,2.415550507066196,1.0773068290872243,3.49285733615342,0.5,-0.1200393131185336,-0.2518588935809642,-1.6814455198261715,-1.5721491813040842,none_on_available_proxies,borrow_unavailable,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,600221.SH__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,1.0,0.4459881198657552,25.764902153572155,-20.69921529429225,4.831101014132392,2.1546136581744486,6.98571467230684,1.0,-0.1200393131185336,-0.2518588935809642,-1.6814455198261715,-1.5721491813040842,none_on_available_proxies,borrow_unavailable,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
airline_pair_risk_budget_sizing,0753.HK__601021.SH,backup_candidate,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Air China,0753.HK,0.25,0.4751405910804275,20.065901545051105,-21.87381734223206,1.1429189340322496,0.5430471778730952,1.6859661119053448,0.25,-0.6054693322152856,-0.5120713036169011,6.586709834843239,-14.444504157671217,beta_gap;volatility_gap,borrow_unavailable;material_beta_gap;material_volatility_gap,"Review at 50% of observed direction-aware drawdown; hard stop at portfolio risk limit, not a fixed price stop.","Use equal long-leg base notional with mechanical beta hedge only as a diagnostic; final sizing requires formal factor residuals, borrow/recall, liquidity and portfolio correlation review.",derived_direction_aware_risk_budget_diagnostic,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_trade_thesis_scenarios.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_risk_metrics.csv;/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pair_factor_diagnostics.csv,2026-08-08T13:36:16.309523+00:00
