dataset_id,pair_id,selection_bucket,scenario,company_a,asset_a,company_b,asset_b,direction_status,long_leg,long_asset,short_leg,short_asset,variant_perception,pre_event_view_status,pre_event_view_direction,pre_event_base_revenue_gap_a_pct,pre_event_base_revenue_gap_b_pct,pre_event_base_profit_gap_a_pct,pre_event_base_profit_gap_b_pct,pre_event_revenue_gap_spread_a_minus_b_pct,pre_event_profit_gap_spread_a_minus_b_pct,pre_event_variant_perception,pre_event_invalidation_rule,pre_event_forecast_method,current_price_a_native,current_price_b_native,current_ps_a,current_ps_b,current_ps_ttm_a,current_ps_ttm_b,historical_ps_p25_3y_a,historical_ps_p25_3y_b,historical_ps_median_3y_a,historical_ps_median_3y_b,historical_ps_p75_3y_a,historical_ps_p75_3y_b,valuation_reversion_return_a_pct,valuation_reversion_return_b_pct,target_price_a_native,target_price_b_native,target_price_method,model_revenue_gap_a_pct,model_revenue_gap_b_pct,valuation_adjusted_return_a_pct,valuation_adjusted_return_b_pct,equal_notional_gross_pair_payoff_pct,beta_hedge_ratio_long_to_short,beta_hedged_pair_payoff_pct,model_only_equal_notional_gross_pair_payoff_pct,model_only_beta_hedged_pair_payoff_pct,pre_event_independent_valuation_adjusted_return_a_pct,pre_event_independent_valuation_adjusted_return_b_pct,pre_event_independent_target_price_a_native,pre_event_independent_target_price_b_native,pre_event_independent_model_only_beta_hedged_revenue_payoff_pct,pre_event_independent_beta_hedged_pair_payoff_pct,pre_event_independent_target_method,payoff_to_observed_max_drawdown,observed_hedged_spread_max_drawdown_pct,valuation_flag,catalyst_a,catalyst_b,invalidation_rule_count_a,invalidation_rule_count_b,risk_rule,trade_construction_rule,source_quality,source_paths,retrieved_at
airline_pair_trade_thesis_scenarios,01055.HK__601021.SH,core_candidate,bear,China Southern Airlines,01055.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,The model gives China Southern Airlines revenue gap -24.58% versus Spring Airlines -5.54%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.455,45.86,0.2776110835192465,1.8315737091277091,0.297151543101,2.01151616,0.3103908453444431,2.601871973285762,0.3572429485331445,2.8029352053469356,0.3995304759272186,3.1000776006112196,20.222478000634105,39.34440404132449,3.132645613084621,60.36590873583036,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-24.581560827657285,-5.5356022910098375,-9.33008355760866,31.63085201881892,40.96093557642758,0.4240927844988554,35.58767313437217,19.045958536647447,4.889260287719329,,,,,,,not_available_for_pair,1.3219425898471662,-26.9207402860714,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,01055.HK__601021.SH,core_candidate,base,China Southern Airlines,01055.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,The model gives China Southern Airlines revenue gap -20.76% versus Spring Airlines -6.05%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.455,45.86,0.2776110835192465,1.8315737091277091,0.297151543101,2.01151616,0.3103908453444431,2.601871973285762,0.3572429485331445,2.8029352053469356,0.3995304759272186,3.1000776006112196,20.222478000634105,39.34440404132449,3.291388818504228,60.03663989292964,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-20.759818357983946,-6.0508630330466815,-4.735490057764746,30.91286500856878,35.64835506633352,0.4240927844988554,32.921152173132874,14.708955324937264,2.7532261400811855,,,,,,,not_available_for_pair,1.222891786158126,-26.9207402860714,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,01055.HK__601021.SH,core_candidate,bull,China Southern Airlines,01055.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Southern Airlines,01055.HK,The model gives China Southern Airlines revenue gap -16.85% versus Spring Airlines -5.83%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.455,45.86,0.2776110835192465,1.8315737091277091,0.297151543101,2.01151616,0.3103908453444431,2.601871973285762,0.3572429485331445,2.8029352053469356,0.3995304759272186,3.1000776006112196,20.222478000634105,39.34440404132449,3.4539244904156536,60.17573889924096,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-16.8467722623174,-5.833192097111294,-0.031129076247360388,31.216177277019106,31.247306353266467,0.4240927844988554,31.229378893643727,11.013580165206108,1.3114024614329747,,,,,,,not_available_for_pair,1.1600490388372264,-26.9207402860714,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,0670.HK__601021.SH,backup_candidate,bear,China Eastern Airlines,0670.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,The model gives China Eastern Airlines revenue gap -21.10% versus Spring Airlines -5.54%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.255,45.86,0.3977902009857919,1.8315737091277091,0.441179991232,2.01151616,0.3860523140866877,2.601871973285762,0.4330829925222488,2.8029352053469356,0.5439769262806655,3.1000776006112196,-1.8353050615782185,39.34440404132449,2.521055450799242,60.36590873583036,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-21.100167009044313,-5.5356022910098375,-22.548219637504086,31.63085201881892,54.179071656323,0.345673126982754,39.425165608808896,15.564564718034475,1.7581584188648538,,,,,,,not_available_for_pair,1.3139962265243352,-30.00401737308851,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-31; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,0670.HK__601021.SH,backup_candidate,base,China Eastern Airlines,0670.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,The model gives China Eastern Airlines revenue gap -17.04% versus Spring Airlines -6.05%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.255,45.86,0.3977902009857919,1.8315737091277091,0.441179991232,2.01151616,0.3860523140866877,2.601871973285762,0.4330829925222488,2.8029352053469356,0.5439769262806655,3.1000776006112196,-1.8353050615782185,39.34440404132449,2.65066531899971,60.03663989292964,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-17.043851249803595,-6.0508630330466815,-18.566349646706303,30.91286500856878,49.479214655275086,0.345673126982754,37.330753147600895,10.992988216756913,-0.1592616756981533,,,,,,,not_available_for_pair,1.244191825494807,-30.00401737308851,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-31; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,0670.HK__601021.SH,backup_candidate,bull,China Eastern Airlines,0670.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,China Eastern Airlines,0670.HK,The model gives China Eastern Airlines revenue gap -12.89% versus Spring Airlines -5.83%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,3.255,45.86,0.3977902009857919,1.8315737091277091,0.441179991232,2.01151616,0.3860523140866877,2.601871973285762,0.4330829925222488,2.8029352053469356,0.5439769262806655,3.1000776006112196,-1.8353050615782185,39.34440404132449,2.783401577478564,60.17573889924096,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-12.889690887124644,-5.833192097111294,-14.488430799429675,31.216177277019106,45.70460807644878,0.345673126982754,36.2244384565312,7.05649879001335,-1.3775723423178095,,,,,,,not_available_for_pair,1.2073196067744574,-30.00401737308851,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-31; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,600221.SH__601021.SH,backup_candidate,bear,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,The model gives Spring Airlines revenue gap -5.54% versus Hainan Airlines Holdings -32.03%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,45.86,1.33,1.8315737091277091,0.7259405046946885,2.01151616,0.82887664,2.601871973285762,0.9146833950944456,2.8029352053469356,1.0069302331998178,3.1000776006112196,1.1327888478583112,39.34440404132449,21.48131393832231,60.36590873583036,1.0982198700803156,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-5.5356022910098375,-32.02829317078911,31.63085201881892,-17.42707743757026,49.05792945638918,0.4459881198657552,39.4031215199558,26.492690879779275,8.748635962739606,,,,,,,not_available_for_pair,1.9036046033504033,-20.69921529429225,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=pending,report=2026-08-25; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,600221.SH__601021.SH,backup_candidate,base,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,The model gives Spring Airlines revenue gap -6.05% versus Hainan Airlines Holdings -28.46%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,45.86,1.33,1.8315737091277091,0.7259405046946885,2.01151616,0.82887664,2.601871973285762,0.9146833950944456,2.8029352053469356,1.0069302331998178,3.1000776006112196,1.1327888478583112,39.34440404132449,21.48131393832231,60.03663989292964,1.1559069323992723,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-6.0508630330466815,-28.457889652688692,30.91286500856878,-13.08970433088178,44.00256933945056,0.4459881198657552,36.75071763269738,22.40702661964201,6.641017668503078,,,,,,,not_available_for_pair,1.7754642922541746,-20.69921529429225,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=pending,report=2026-08-25; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,600221.SH__601021.SH,backup_candidate,bull,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Hainan Airlines Holdings,600221.SH,The model gives Spring Airlines revenue gap -5.83% versus Hainan Airlines Holdings -24.80%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,45.86,1.33,1.8315737091277091,0.7259405046946885,2.01151616,0.82887664,2.601871973285762,0.9146833950944456,2.8029352053469356,1.0069302331998178,3.1000776006112196,1.1327888478583112,39.34440404132449,21.48131393832231,60.17573889924096,1.2150049711945956,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-5.833192097111294,-24.80015710147991,31.216177277019106,-8.646242767323642,39.86242004434275,0.4459881198657552,35.07229883272066,18.966965004368618,5.227383340953089,,,,,,,not_available_for_pair,1.6943781845871106,-20.69921529429225,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-29; warning=pending,report=2026-08-25; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
airline_pair_trade_thesis_scenarios,0753.HK__601021.SH,backup_candidate,bear,Air China,0753.HK,Spring Airlines,601021.SH,provisional_mechanical_direction_requires_review,Spring Airlines,601021.SH,Air China,0753.HK,The model gives Air China revenue gap -25.73% versus Spring Airlines -5.54%; the less-negative/better leg is mechanically long.,not_available_for_pair,no_pre_event_independent_view,,,,,,,,,,4.26,45.86,0.3956433690832872,1.8315737091277091,0.44017541337,2.01151616,0.4331543707913879,2.601871973285762,0.4801646548282495,2.8029352053469356,0.5616482713963442,3.1000776006112196,9.084842143292438,39.34440404132449,3.4512486175413075,60.36590873583036,3y_median_annual_P/S_reversion_plus_model_revenue_gap_if_available,-25.731912727654773,-5.5356022910098375,-18.984774236119538,31.63085201881892,50.61562625493846,0.4751405910804275,40.65128887089723,20.196310436644936,6.6906739320380275,,,,,,,not_available_for_pair,1.8584451097345167,-21.87381734223206,long_leg_trades_at_higher_P/S_execution_must_beat_valuation,report=2026-08-31; warning=2026-07-14,report=2026-08-29; warning=pending,4,4,"Reduce/exit if the long leg's RPK−ASK/yield advantage reverses, consensus revisions confirm the opposite direction, or spread drawdown breaches the portfolio risk budget.",Use the mechanical beta hedge as a starting diagnostic only; set notional from approved spread-risk budget after factor and borrow review.,derived_provisional_trade_thesis,/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_pair_thesis_working_set.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_forward_earnings_bridge.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_historical_valuation_bands.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_free_current_valuation.csv;/Users/henrywzh/Quant/alternative-data/data/normalized/hk_transport/airline_independent_forecast_view.csv,2026-08-17T02:54:46.522447+00:00
