dataset_id,company,period,target_year,row_status,ask_mn,prior_rask_native,flat_yield_revenue_native_mn,actual_revenue_native_mn,residual_pct,residual_std_pct,yield_pressure_bucket,yield_pressure_score,shrink_lambda,yield_adjustment_pct,adjusted_revenue_native_mn,adjusted_revenue_mae_pct,flat_yield_revenue_mae_pct,adjusted_improves_mae,source_note,retrieved_at
airline_residual_yield_model,Air China,H1,2017,historical_evaluated,118961.2,0.472051515651279,56155.81476369493,57380.618,2.1810799851432527,8.093881885217765,flat,-0.13204302373461044,0.5,0.0,56155.81476369493,2.1345243027969363,2.1345243027969363,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H2,2017,historical_evaluated,128835.6,0.4943234461884045,63686.45778375081,63982.281,0.4644994030813754,8.093881885217765,flat,-0.13204302373461044,0.5,0.0,63686.45778375081,0.46235178181470715,0.46235178181470715,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,FY,2017,historical_evaluated,247796.80000000005,0.483487412824763,119806.63373825524,121362.899,1.2989808770896394,8.093881885217765,flat,-0.13204302373461044,0.5,0.0,119806.63373825524,1.2823237369640972,1.2823237369640972,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H1,2017,historical_evaluated,134484.24,0.44004276905200146,59178.817363453934,60328.0,1.941881720089511,8.932924694595181,flat,-0.05222151740366479,0.5,0.0,59178.817363453934,1.9048909901638766,1.9048909901638766,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H2,2017,historical_evaluated,146156.5,0.4562083209843432,66677.81146594817,67161.0,0.7246616579469123,8.932924694595181,flat,-0.05222151740366479,0.5,0.0,66677.81146594817,0.7194480934647141,0.7194480934647141,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,FY,2017,historical_evaluated,280640.74,0.4484480801122966,125852.80105429419,127489.0,1.3000894155704268,8.932924694595181,flat,-0.05222151740366479,0.5,0.0,125852.80105429419,1.2834040158019921,1.2834040158019921,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,H1,2017,historical_evaluated,108403.96,0.46812005624472774,50746.06785235122,48020.0,-5.371978495521801,8.733170349765118,flat,-0.1926941413455047,0.5,0.0,50746.06785235122,5.676942632967963,5.676942632967963,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,H2,2017,historical_evaluated,117515.96,0.48665423350886666,57189.639438858634,53701.0,-6.100124905645432,8.733170349765118,flat,-0.1926941413455047,0.5,0.0,57189.639438858634,6.496414291835606,6.496414291835606,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Eastern Airlines,FY,2017,historical_evaluated,225919.92,0.4777620570448671,107935.96570661181,101721.0,-5.75801186001812,8.733170349765118,flat,-0.1926941413455047,0.5,0.0,107935.96570661181,6.109815777088112,6.109815777088112,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H1,2017,historical_evaluated,16088.5431,0.3212427396671128,5168.327662696424,5065.23863,-1.9946303606191984,16.223438049753664,flat,-0.23603056215392174,0.5,0.0,5168.327662696424,2.0352255881066927,2.0352255881066927,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,H2,2017,historical_evaluated,17311.748499999998,0.3045357086468438,5272.045597363435,5905.3512630000005,12.012522538752023,16.223438049753664,flat,-0.23603056215392174,0.5,0.0,5272.045597363435,10.72426748946408,10.72426748946408,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Spring Airlines,FY,2017,historical_evaluated,33400.2916,0.31214957033796564,10425.886672102763,10970.589893,5.224526584916123,16.223438049753664,flat,-0.23603056215392174,0.5,0.0,10425.886672102763,4.96512244291254,4.96512244291254,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Hainan Airlines Holdings,H2,2017,historical_evaluated,73717.06999999999,0.4287689631953583,31607.591673699648,31377.725999999995,-0.7272483018404663,6.958584908122041,flat,-0.22552932384216579,0.5,0.0,31607.591673699648,0.7325759479818617,0.7325759479818617,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H1,2017,historical_evaluated,15164.0431,0.3867535047620631,5864.74681528798,5860.53452308,-0.07182393956031152,10.493964165288634,flat,-0.11476393580193371,0.5,0.0,5864.74681528798,0.07187556342158619,0.07187556342158619,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,H2,2017,historical_evaluated,16364.847700000002,0.3834772677140339,6275.5470825522925,6551.155968120001,4.391790579246457,10.493964165288634,flat,-0.11476393580193371,0.5,0.0,6275.5470825522925,4.207026773731359,4.207026773731359,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Juneyao Airlines,FY,2017,historical_evaluated,31528.8908,0.38503814495855104,12139.825626232727,12411.6904912,2.2394462106589463,10.493964165288634,flat,-0.11476393580193371,0.5,0.0,12139.825626232727,2.1903935258458795,2.1903935258458795,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H1,2018,historical_evaluated,133752.0,0.48234733677871444,64514.92098882661,64242.322,-0.42253634453619515,8.093881885217765,flat,-0.17098059166289079,0.5,0.0,64514.92098882661,0.42432929000699726,0.42432929000699726,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,H2,2018,historical_evaluated,139794.9,0.4966195756452409,69424.88391536889,72532.08099999999,4.475624458254579,8.093881885217765,flat,-0.17098059166289079,0.5,0.0,69424.88391536889,4.2838934741595285,4.2838934741595285,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,Air China,FY,2018,historical_evaluated,273546.9,0.48976782186049206,133974.46938968985,136774.403,2.089900876685702,8.093881885217765,flat,-0.17098059166289079,0.5,0.0,133974.46938968985,2.047118136797965,2.047118136797965,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H1,2018,historical_evaluated,150602.82,0.448587879144798,67558.59961702577,67555.0,-0.005328140379112778,8.932924694595181,flat,-0.14382999386813686,0.5,0.0,67558.59961702577,0.005328424285067079,0.005328424285067079,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,H2,2018,historical_evaluated,163691.86000000002,0.45951428776688,75218.74846113584,76068.0,1.1290423680778705,8.932924694595181,flat,-0.14382999386813686,0.5,0.0,75218.74846113584,1.1164373177474873,1.1164373177474873,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
airline_residual_yield_model,China Southern Airlines,FY,2018,historical_evaluated,314294.68,0.45427830613616543,142777.25485800815,143623.0,0.592352852583522,8.932924694595181,flat,-0.14382999386813686,0.5,0.0,142777.25485800815,0.5888646957603272,0.5888646957603272,False,Residual yield model: flat-yield baseline (ASK x prior RASK) plus a shrunk signed adjustment from the 3-class yield-pressure bucket (lambda 0.5 x historical residual std).  The adjustment is capped so the weakly-validated yield signal cannot dominate the strong flat-yield prior.,2026-08-10T15:18:11.351154+00:00
